IDBirdBandingData,Recorder,Bander,Code,BandNumber,SpeciesCode,SpeciesName,CP,BP,Fat,BodyMolt,FFMolt,FFWear,MoltLimits,RightWing,LeftWing,CycleCode,Skull,Age,HowAged,Sex,HowSexed,Weight,Status,BandingDate,CaptureTime,BandingStation,Net,Photographer,RightTarsus,LeftTarsus,Exposed.Culmen,NaresToTip,Tail,Pox,Is.Aux.Marker.Coded.,Aux.Marker.Code,Aux.Marker.Band.Color,Aux.Marker.Code.Color,Left.Leg.Color.1..upper.,Left.Leg.Color.2,Left.Leg.Color.3,Right.Leg.Color.1..upper.,Right.Leg.Color.2,Right.Leg.Color.3,HgCode,Geolocator,Blood,R6,Notes,,Month,Day,Year
399,KEB,FLO,N,245109706,NOCA,NORTHERN CARDINAL,N,N,N,M,S,S,N,91, ,UPU,,U,U,M,P,40.2,N,11/20/10,7:43:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,S FF MOLT S5-6,,11,20,2010
400,KEB,FLO,N,245109707,NOCA,NORTHERN CARDINAL,N,N,L,L,A,N,N,94,93,FAS,,U,U,M,P,45.4,N,11/20/10,8:30:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TAIL R3-4,,11,20,2010
401,KEB,FLO,N,245109708,NOCA,NORTHERN CARDINAL,N,N,T,T,N,S,N,89,90,FAS,F,U,S,M,P,43.7,N,11/20/10,8:27:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
402,KEB,JDW,N,245109709,NOCA,NORTHERN CARDINAL,N,N,N,N,A,S,U,87, ,FCF,L,H,S,M,P,43.4,N,11/20/10,8:10:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,LS6G,,11,20,2010
403,KEB,JDW,N,245109710,NOCA,NORTHERN CARDINAL,N,N,T,L,N,S,U,84,85,FAS,F,U,U,F,P,40.6,N,11/20/10,9:18:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
404,KEB,ERL,R,450130553,HETH,HERMIT THRUSH,N,N,N,N,N,L,N,90,89,DCB,F,A,M,U,U,31.9,N,11/20/10,9:05:00 AM,HOME,9,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,<EIJ: age changed from FCF/SY to DCB/ASY based on capture history; molt limit changed from G to N>,,11,20,2010
405,KEB,ERL,R,450130571,CARW,CAROLINA WREN,N,N,N,T,N,S,P,53,54,FCF,,H,F,U,U,15.6,N,11/20/10,7:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
406,BMP,JDW,R,450130596,CARW,CAROLINA WREN,N,N,H,N,N,S,N,60,60,DCB,F,A,K,U,U,20.5,N,11/20/10,10:28:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
407,KEB,FLO,R,450130600,CARW,CAROLINA WREN,N,N,N,T,N,S,"P, S",56,56,FCF,F,H,F,U,U,17.6,N,11/20/10,7:43:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
408,KEB,FLO,R,450130656,TUTI,TUFTED TITMOUSE,N,N,N,N,N,N,N,78,77,DCB,F,A,S,U,U,19.6,N,11/20/10,7:35:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
409,KEB,FLO,R,450130673,CARW,CAROLINA WREN,N,N,T,L,N,S,P,57,57,FPF,,H,F,U,U,17.8,N,11/20/10,11:24:00 AM,HOME,15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
410,KEB,ERL,N,450130675,HETH,HERMIT THRUSH,N,N,N,N,N,N,G,85,86,FCF,,H,M,U,U,28.2,N,11/20/10,8:22:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,20,2010
411,KEB,JDW,N,450130677,HOSP,HOUSE SPARROW,N,N,L,N,N,S,N,81, ,UCU,F,U,U,M,P,28,N,11/25/10,2:55:00 PM,CHER,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,25,2010
412,KEB,JDW,N,450130678,HOSP,HOUSE SPARROW,N,N,L,T,N,S,N,76, ,UCU,F,U,U,M,P,27.4,N,11/25/10,2:55:00 PM,CHER,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,25,2010
413,KEB,JDW,N,450130676,HOSP,HOUSE SPARROW,N,N,L,N,N,S,N,79, ,UCU,F,U,U,M,P,22.8,N,11/25/10,2:55:00 PM,CHER,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,BANDED AT HOME,,11,25,2010
414,,,L,245109721,NOCA,NORTHERN CARDINAL,,,,,,,, , ,,,,,,, ,N,11/30/10,,CCCG,,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,11,30,2010
416,KEB,LLP,R,119214225,NOMO,NORTHERN MOCKINGBIRD,N,N,N,N,N,S,"R, S",102,101,FCF,,H,M,U,U,40.3,N,12/4/10,8:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,LINE-UP FAULT BARS ON TAIL,,12,4,2010
417,EED,JDW,R,119214227,NOMO,NORTHERN MOCKINGBIRD,N,N,N,N,A,S,G,103, ,FCF,,H,M,U,U,41.4,N,12/4/10,10:14:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,RT1G,,12,4,2010
418,EED,FLO,N,119214228,NOMO,NORTHERN MOCKINGBIRD,N,N,T,N,N,L,N,103,102,DCB,F,A,S,U,U,46.7,N,12/4/10,9:06:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
419,KEB,EED,R,168182173,NOCA,NORTHERN CARDINAL,N,N,N,N,N,S,N,90,90,FCF,,H,S,F,P,43.1,N,12/4/10,7:59:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
420,EED,,R,168182181,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,N,88,90,FAS,F,U,U,M,P,46.1,N,12/4/10,9:30:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
421,LLP,FLO,N,199020733,MYWA,MYRTLE WARBLER,N,N,N,N,,,A, , ,FCF,,H,M,U,U, ,N,12/4/10,7:26:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,A1 A2 MOLT LIMIT SINGS OF STRESS (DROOPY HEAD)- RELEASED EARLY PROBABLE RGY PLUMAGE,,12,4,2010
422,LLP,ERL,N,199020734,OCWA,ORANGE-CROWNED WARBLER,N,N,N,N,N,N,N,59,58,DCB,,A,K,F,P,8.3,N,12/4/10,7:26:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
423,KEB,JCC,N,199020735,OCWA,ORANGE-CROWNED WARBLER,N,N,N,N,N,N,N,62,62,DCB,,A,K,F,,9.3,N,12/4/10,8:03:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,SMALL CROWN PATCHLESS 13M,,12,4,2010
424,KEB,EED,R,245109703,NOCA,NORTHERN CARDINAL,N,N,N,N,N,N,N,90,90,FAS,F,U,U,M,P,44.1,N,12/4/10,8:05:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
425,LLP,ERL,N,245109711,NOCA,NORTHERN CARDINAL,N,N,T,N,N,L,U,78,78,FAS,F,U,U,M,P,38,N,12/4/10,7:20:00 AM,HOME,13,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PROBABLY HATCH YEAR BY DUSKY PLUMMAGE; OLIVE IRIS BLACK ON BILL,,12,4,2010
426,KEB,JCC,N,245109712,NOCA,NORTHERN CARDINAL,N,N,N,N,N,S,U,89,88,FAS,F,U,U,F,P,42.2,N,12/4/10,8:15:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
427,KEB,EED,N,245109713,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,N,91,89,FAS,F,U,U,F,P,40.6,N,12/4/10,8:00:00 AM,HOME,11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
428,KEB,FLO,N,245109714,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,N,87,88,FAS,F,U,U,M,P,42.5,N,12/4/10,8:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
429,EED,LLP,N,245109715,NOCA,NORTHERN CARDINAL,N,N,N,T,N,N,N,85,85,FCF,G,H,S,F,P,37.9,N,12/4/10,8:55:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
430,KEB,JDW,N,251134501,BHVI,BLUE-HEADED VIREO,N,N,N,T,,S,U,73, ,UCU,F,U,Z,U,U,14.7,N,12/4/10,8:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TX,,12,4,2010
431,LLP,ERL,R,450130590,TUTI,TUFTED TITMOUSE,N,N,N,T,N,L,V,74,75,FCF,,H,P,U,U,20,N,12/4/10,7:25:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,4,2010
432,EED,FLO,R,450130594,CARW,CAROLINA WREN,N,N,N,N,N,S,"P, S",56,56,FCF,,H,F,U,U,17,N,12/4/10,9:30:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,TAIL FEATHERS FELL OUT,,12,4,2010
433,EED,LLP,N,450130679,WTSP,WHITE-THROATED SPARROW,N,N,L,N,N,S,N,70,71,FAJ,F,U,U,U,U,24,N,12/4/10,1:00:00 PM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,POSSIBLE AHY,,12,4,2010
434,KEB,EIJ,R,119214216,BRTH,BROWN THRASHER,N,N,N,N,N,M,U,102, ,UCU,F,U,U,U,U,72.6,N,12/19/10,9:49:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
435,KEB,EIJ,N,119214229,BLJA,BLUE JAY,N,N,N,N,N,L,"A, V",118, ,FCF,,H,F,U,U,75.9,N,12/19/10,7:25:00 AM,HOME,15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
436,KEB,JDW,N,119214230,RWBL,RED-WINGED BLACKBIRD,N,N,N,T,N,S,,114, ,FCF,,H,,M,P,57.7,N,12/19/10,9:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
437,KEB,EIJ,N,119214231,RWBL,RED-WINGED BLACKBIRD,N,N,N,T,N,L,N,114, ,DCB,,A,K,M,P,58.5,N,12/19/10,9:35:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
438,KEB,EIJ,R,168182144,NOCA,NORTHERN CARDINAL,N,N,N,T,N,S,N,87, ,FAS,,U,U,F,P,43,N,12/19/10,8:08:00 AM,HOME,10,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
439,KEB,JDW,R,168182154,NOCA,NORTHERN CARDINAL,N,N,T,N,N,S,U,91, ,FAS,,U,U,M,P, ,N,12/19/10,9:42:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"SKIN AROUND L EYE SWOLLEN & FEATHERLESS, R&L FOOT WOUNDS/INFECTION",,12,19,2010
440,KEB,JDW,R,168182156,NOCA,NORTHERN CARDINAL,N,N,N,N,N,S,N,88, ,FAS,,U,U,F,P,44.8,N,12/19/10,9:45:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
441,KEB,JS,R,168182158,NOCA,NORTHERN CARDINAL,N,N,N,T,N,S,N, ,90,FCF,G,H,S,F,P,39.8,N,12/19/10,8:00:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"PHOTOS OF BILL-DUSKY, ??? BASE",,12,19,2010
442,KEB,EIJ,R,199020712,WEVI,WHITE-EYED VIREO,N,N,F,N,N,S,N,59, ,DCB,,A,K,U,U,11.5,N,12/19/10,9:40:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
443,JS,EF,R,199020735,OCWA,ORANGE-CROWNED WARBLER,N,N,H,N,N,S,N,61, ,DCB,,A,K,M,P,10.1,N,12/19/10,8:44:00 AM,HOME,7,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,CROWN PATCH 13 MM,,12,19,2010
444,KEB,EIJ,N,199020736,MYWA,MYRTLE WARBLER,N,N,N,N,N,L,N,72, ,DCB,,A,K,M,P,12.3,N,12/19/10,7:30:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
445,JS,EIJ,N,199020737,AMGO,AMERICAN GOLDFINCH,N,N,T,N,N,S,U,67, ,FCF,,H,F,M,LT,12.8,N,12/19/10,8:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
446,JS,JDW,N,199020738,AMGO,AMERICAN GOLDFINCH,N,N,L,N,N,N,N,73, ,DCB,F,A,K,M,P,13.2,N,12/19/10,8:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
447,JS,JDW,N,199020739,AMGO,AMERICAN GOLDFINCH,N,N,L,N,N,N,N,69, ,DCB,,A,K,F,P,12.3,N,12/19/10,8:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
448,JS,EIJ,N,199020740,AMGO,AMERICAN GOLDFINCH,N,N,H,N,N,N,N,69, ,DCB,,A,K,F,"LC, LT",12.9,N,12/19/10,8:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
449,JS,JDW,N,199020741,AMGO,AMERICAN GOLDFINCH,N,N,L,N,N,N,N,73, ,DCB,,A,K,U,P,11.7,N,12/19/10,8:50:00 AM,HOME,6,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
450,KEB,EIJ,N,199020742,AMGO,AMERICAN GOLDFINCH,N,N,N,N,N,S,U,71, ,FCF,,H,=,M,"LC, LT",12.5,N,12/19/10,9:30:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,PICTURES TAKEN,,12,19,2010
451,KEB,JDW,R,215017998,RCKI,RUBY-CROWNED KINGLET,N,N,L,N,N,L,U,54, ,UCU,,U,U,F,P,6.1,N,12/19/10,7:11:00 AM,HOME,11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
452,KEB,EIJ,R,245109702,NOCA,NORTHERN CARDINAL,N,N,N,T,N,S,N,91, ,FAS,,U,U,M,P,46.6,N,12/19/10,7:30:00 AM,HOME,2,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
453,JDW,JS,R,245109708,NOCA,NORTHERN CARDINAL,N,N,N,L,N,L,U,91, ,FAS,,U,U,M,P,40.5,N,12/19/10,10:50:00 AM,HOME,13,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
454,KEB,EIJ,N,245109716,NOCA,NORTHERN CARDINAL,N,N,N,N,N,L,N,87, ,FCF,G,H,S,F,P,40.8,D,12/19/10,7:22:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,"IRIS; DARK BROWN, TARSIS:HORN, BILL=ORANGE, TOP 1/4TH RIDGE Q MAXCILLA=DUSKY",,12,19,2010
455,JS,EIJ,N,251134502,EAPH,EASTERN PHOEBE,N,N,L,N,N,L,"G, S",82, ,FCF,F,H,F,U,U,19.7,N,12/19/10,8:17:00 AM,HOME,4,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
456,KEB,JDW,N,251134503,EAPH,EASTERN PHOEBE,N,N,T,L,N,S,G,86, ,FCF,,H,M,U,U,20.3,N,12/19/10,9:45:00 AM,HOME,13,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
457,JS,EIJ,R,450130599,CARW,CAROLINA WREN,N,N,N,N,N,M,S,56, ,FCF,,H,F,U,U,16.8,N,12/19/10,8:53:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
458,JS,EIJ,R,450130654,CARW,CAROLINA WREN,N,N,N,T,N,M,S,59, ,FCF,,H,F,U,U,19.4,N,12/19/10,8:53:00 AM,HOME,3,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
459,KEB,JDW,R,450130658,HETH,HERMIT THRUSH,N,N,N,T,N,S,N, , ,DCB,,A,K,U,U,29,N,12/19/10,7:15:00 AM,HOME,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
460,KEB,JDW,R,450130660,HETH,HERMIT THRUSH,N,N,N,T,N,L,G,88, ,FCF,,H,M,U,U,29.6,N,12/19/10,8:05:00 AM,HOME,11,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
461,JDW,KEB,R,450130675,HETH,HERMIT THRUSH,N,N,N,N,N,S,G,87, ,FCF,,H,M,U,U,28.3,N,12/19/10,8:12:00 AM,HOME,8,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
462,KEB,EIJ,N,450130680,WTSP,WHITE-THROATED SPARROW,N,N,N,L,N,L,N,70, ,DCB,,A,K,U,U,22.6,N,12/19/10,7:20:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
463,KEB,EIJ,N,450130681,WTSP,WHITE-THROATED SPARROW,N,N,N,T,N,S,"A, V",73, ,FCF,,H,F,U,U,27.7,N,12/19/10,7:24:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
464,KEB,EIJ,N,450130682,WTSP,WHITE-THROATED SPARROW,N,N,T,N,N,M,N,73, ,DCB,,A,K,U,U,25.3,N,12/19/10,7:22:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
465,KEB,JDW,N,450130683,WTSP,WHITE-THROATED SPARROW,N,N,L,T,N,S,N,69, ,DCB,,A,K,U,U,23.6,N,12/19/10,9:40:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
466,KEB,EIJ,N,450130684,WTSP,WHITE-THROATED SPARROW,N,N,N,N,N,L,"A, V",73, ,FCF,,H,F,U,U,25.2,N,12/19/10,9:40:00 AM,HOME,14,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,S5 N S1-4 O P4-10N P1-3 O,,12,19,2010
467,JS,EIJ,N,450130685,WTSP,WHITE-THROATED SPARROW,N,N,L,T,N,M,V,71, ,FCF,F,H,F,U,U,23.4,N,12/19/10,11:30:00 AM,HOME,15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
468,KEB,EIJ,N,450130686,WTSP,WHITE-THROATED SPARROW,N,N,N,T,N,S,V,73, ,FCF,F,H,K,U,U,25.4,N,12/19/10,9:40:00 AM,HOME,5,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
469,JS,EIJ,N,450130687,WTSP,WHITE-THROATED SPARROW,N,N,L,N,N,S,V,69, ,FCF,F,H,F,U,U,25.2,N,12/19/10,11:30:00 AM,HOME,15,, , , , , ,,FALSE,,,,,,,,,,,FALSE,,,,,12,19,2010
475,EIJ,EIJ,N,199020743,PISI,PINE SISKIN,N,N,L,N,N,S,N, , ,DCB,,A,K,U,U,13.8,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
476,EIJ,EIJ,N,199020744,AMGO,AMERICAN GOLDFINCH,N,N,L,T,N,L,U,71, ,UCU,,U,U,M,P,13.6,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
477,EIJ,EIJ,N,199020745,AMGO,AMERICAN GOLDFINCH,N,N,N,N,N,S,"C, G",71, ,FCF,,H,F,M,P,12.1,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
478,EIJ,EIJ,N,199020746,AMGO,AMERICAN GOLDFINCH,N,N,L,T,N,L,C,71, ,FCF,,H,F,M,P,12.4,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
479,EIJ,EIJ,N,199020747,AMGO,AMERICAN GOLDFINCH,N,N,T,T,N,S,N, , ,DCB,,A,K,F,P, ,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
480,EIJ,EIJ,N,199020748,CHSP,CHIPPING SPARROW,N,N,T,N,N,L,N,68, ,DCB,F,A,K,U,U,12,N,12/23/10,11:20:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,12,23,2010
481,EIJ,EIJ,N,199020749,CHSP,CHIPPING SPARROW,N,N,T,N,N,L,S,63, ,FCF,G,A,K,U,U,11.9,N,12/23/10,12:05:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,"S8,9 NEW, REST OLD",,12,23,2010
482,EIJ,EIJ,N,199020750,OCWA,ORANGE-CROWNED WARBLER,N,N,H,N,N,S,N,58, ,DCB,F,A,K,F,"LC, LT",9.8,N,12/23/10,2:00:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,EXP CULMEN 9.56 PROB V.C. CELATA,,12,23,2010
483,EIJ,EIJ,N,199020751,PISI,PINE SISKIN,N,N,,N,N,L,N,72, ,DCB,,A,K,M,"LW, LT",12.9,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,PHOTO,,12,27,2010
484,EIJ,EIJ,N,199020752,CHSP,CHIPPING SPARROW,N,N,H,N,N,S,S,65, ,FCF,,H,F,U,U,12.7,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,S7 N S1-6 OLD RECTS OLD,,12,27,2010
485,EIJ,EIJ,N,199020753,AMGO,AMERICAN GOLDFINCH,N,N,L,N,N,M,L,68, ,FCF,,H,=,F,P,11.7,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,PHOTOS,,12,27,2010
486,EIJ,EIJ,N,199020754,PISI,PINE SISKIN,N,N,L,N,N,S,N,71, ,DCB,,A,K,U,U,12.5,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,FEMALE? PHOTOS TL-45 NOSE-TIP 9.59 EXP CULMEN 11.95,,12,27,2010
487,EIJ,EIJ,N,199020755,CHSP,CHIPPING SPARROW,N,N,L,N,N,L,S,67, ,FCF,,H,F,U,U,12.8,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,"S8,9 N 1-7 OLD RECTS OLD GR COVS NEW 3 NAILS MISSING",,12,27,2010
488,EIJ,EIJ,N,199020756,CHSP,CHIPPING SPARROW,N,N,L,N,N,L,S,69, ,FCF,,H,F,U,U,12.8,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,S9N S1-8 OLD RECTS OLD GR COV NEW,,12,27,2010
489,EIJ,EIJ,N,199020757,CHSP,CHIPPING SPARROW,N,N,H,N,N,L,S,69, ,FCF,G,H,F,U,U,13.6,N,12/27/10,11:25:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,S6N S1-5 OLD RECTS OLD GR COVS NEW,,12,27,2010
490,EIJ,EIJ,N,199020758,CHSP,CHIPPING SPARROW,N,N,H,N,N,S,N,68, ,DCB,,A,K,U,U,12.8,N,12/27/10,11:35:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,3 NAILS MISSING PHOTOS,,12,27,2010
491,EIJ,EIJ,N,199020759,CHSP,CHIPPING SPARROW,N,N,L,N,N,L,N,70, ,DCB,F,A,K,U,U,13.5,N,12/27/10,11:35:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,1 NAIL MISSING,,12,27,2010
492,EIJ,EIJ,N,199020760,AMGO,AMERICAN GOLDFINCH,N,N,H,N,N,L,,72, ,FCF,F,H,F,U,U,12.5,N,12/27/10,11:35:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,GR COV 8N OTHERS OLD PHOTOS FEMALE?,,12,27,2010
493,EIJ,EIJ,N,199020761,AMGO,AMERICAN GOLDFINCH,N,N,T,N,N,S,U,66, ,FCF,,H,S,F,LT,12.2,N,12/27/10,11:35:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,GR COVS OLD,,12,27,2010
494,EIJ,EIJ,N,199020762,CHSP,CHIPPING SPARROW,N,N,L,N,N,L,S,66, ,FCF,,H,F,U,U,12.3,N,12/27/10,11:35:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,"S8,9N 1-7 OLD RECTS OLD HEAVY BLACK STREAKS IN CROWN PHOTO",,12,27,2010
495,EIJ,EIJ,N,199020763,CHSP,CHIPPING SPARROW,N,N,L,N,N,S,N,64, ,DCB,F,A,K,U,U,12.5,N,12/29/10,8:50:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,"PHOTO ??? IN BLACK STREAKING IN CROWN, BUT CONFIDENTLY W/OUT MOLT LIMITS",,12,29,2010
496,EIJ,EIJ,N,199020764,AMGO,AMERICAN GOLDFINCH,N,N,H,N,N,S,N,70, ,DCB,F,A,K,F,P,14.3,N,12/29/10,8:50:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,PHOTOS,,12,29,2010
497,EIJ,EIJ,N,199020765,CHSP,CHIPPING SPARROW,N,N,L,N,N,S,N,70, ,DCB,F,A,K,U,U,13.8,N,12/29/10,8:50:00 AM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,PHOTOS,,12,29,2010
498,EIJ,EIJ,N,199020766,OCWA,ORANGE-CROWNED WARBLER,N,N,,N,N,,N,63, ,DCB,F,A,K,F,LC,10.1,N,1/5/11,3:30:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,1,5,2011
499,EIJ,EIJ,N,199020767,CHSP,CHIPPING SPARROW,N,N,,N,N,L,S,69, ,FCF,,S,F,U,U,13.9,N,1/5/11,3:30:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,1,5,2011
500,EIJ,EIJ,N,199020768,CHSP,CHIPPING SPARROW,N,N,,N,N,S,N,66, ,DCB,,A,K,U,U,12.3,N,1/5/11,3:30:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,1,5,2011
501,EIJ,EIJ,N,199020769,CHSP,CHIPPING SPARROW,N,N,,N,N,S,S,65, ,FCF,,S,F,U,U,13.1,N,1/5/11,3:30:00 PM,RIVE,1,, , , , , ,,FALSE,,,,,,,,,,,FALSE,N,,,,1,5,2011
