"BandNumber","FieldCode","Station","Malaria","IDBirdBandingData","SpeciesName","CP","BP","Fat","BodyMolt","FFMolt","FFWear","RightWing","LeftWing","CycleCode","Age","Sex","Weight","CaptureTime"
245125278,"SMD2015021421","PISP","P",7379,"NORTHERN CARDINAL","N","N","T","N","N","S",91,NA,"FAS","A","M",44.3,10:35:00
245125278,"SMD2015021421","PISP","P",7388,"NORTHERN CARDINAL","N","N","N","N","N","M",90,NA,"FAS","A","M",41.2,08:35:00
245125283,"SMD2014080178","PISP","P",5997,"NORTHERN CARDINAL","N","N","T","H","S","L",89,NA,"FAS","H","M",NA,08:14:00
245125283,"SMD2014080178","PISP","P",6008,"NORTHERN CARDINAL","N","N","N","L","S","L",91,NA,"DPB","A","M",43.2,12:00:00
245125283,"SMD2014080178","PISP","P",7529,"NORTHERN CARDINAL","L","N","N","N","N","S",91,NA,"FAS","A","M",42.7,08:43:00
245125283,"SMD2014080178","PISP","P",7539,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",39.7,07:42:00
245125283,"SMD2014080178","PISP","P",9552,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","M",40.1,11:03:00
245125283,"SMD2014080178","PISP","P",11094,"NORTHERN CARDINAL","L","N","L","N","N","S",92,NA,"DCB","O","M",39.6,10:21:00
245125283,"SMD2015051607","PISP","P",5997,"NORTHERN CARDINAL","N","N","T","H","S","L",89,NA,"FAS","H","M",NA,08:14:00
245125283,"SMD2015051607","PISP","P",6008,"NORTHERN CARDINAL","N","N","N","L","S","L",91,NA,"DPB","A","M",43.2,12:00:00
245125283,"SMD2015051607","PISP","P",7529,"NORTHERN CARDINAL","L","N","N","N","N","S",91,NA,"FAS","A","M",42.7,08:43:00
245125283,"SMD2015051607","PISP","P",7539,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",39.7,07:42:00
245125283,"SMD2015051607","PISP","P",9552,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","M",40.1,11:03:00
245125283,"SMD2015051607","PISP","P",11094,"NORTHERN CARDINAL","L","N","L","N","N","S",92,NA,"DCB","O","M",39.6,10:21:00
245125283,"SMD2015060803","PISP","P",5997,"NORTHERN CARDINAL","N","N","T","H","S","L",89,NA,"FAS","H","M",NA,08:14:00
245125283,"SMD2015060803","PISP","P",6008,"NORTHERN CARDINAL","N","N","N","L","S","L",91,NA,"DPB","A","M",43.2,12:00:00
245125283,"SMD2015060803","PISP","P",7529,"NORTHERN CARDINAL","L","N","N","N","N","S",91,NA,"FAS","A","M",42.7,08:43:00
245125283,"SMD2015060803","PISP","P",7539,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",39.7,07:42:00
245125283,"SMD2015060803","PISP","P",9552,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","M",40.1,11:03:00
245125283,"SMD2015060803","PISP","P",11094,"NORTHERN CARDINAL","L","N","L","N","N","S",92,NA,"DCB","O","M",39.6,10:21:00
245125283,"SMD2016051420","PISP","P",5997,"NORTHERN CARDINAL","N","N","T","H","S","L",89,NA,"FAS","H","M",NA,08:14:00
245125283,"SMD2016051420","PISP","P",6008,"NORTHERN CARDINAL","N","N","N","L","S","L",91,NA,"DPB","A","M",43.2,12:00:00
245125283,"SMD2016051420","PISP","P",7529,"NORTHERN CARDINAL","L","N","N","N","N","S",91,NA,"FAS","A","M",42.7,08:43:00
245125283,"SMD2016051420","PISP","P",7539,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",39.7,07:42:00
245125283,"SMD2016051420","PISP","P",9552,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","M",40.1,11:03:00
245125283,"SMD2016051420","PISP","P",11094,"NORTHERN CARDINAL","L","N","L","N","N","S",92,NA,"DCB","O","M",39.6,10:21:00
245125283,"SMD2015051607","PISP","P",5997,"NORTHERN CARDINAL","N","N","T","H","S","L",89,NA,"FAS","H","M",NA,08:14:00
245125283,"SMD2015051607","PISP","P",6008,"NORTHERN CARDINAL","N","N","N","L","S","L",91,NA,"DPB","A","M",43.2,12:00:00
245125283,"SMD2015051607","PISP","P",7529,"NORTHERN CARDINAL","L","N","N","N","N","S",91,NA,"FAS","A","M",42.7,08:43:00
245125283,"SMD2015051607","PISP","P",7539,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",39.7,07:42:00
245125283,"SMD2015051607","PISP","P",9552,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","M",40.1,11:03:00
245125283,"SMD2015051607","PISP","P",11094,"NORTHERN CARDINAL","L","N","L","N","N","S",92,NA,"DCB","O","M",39.6,10:21:00
245125285,"SMD2016012173","PISP","P",5999,"NORTHERN CARDINAL","N","N","N","M","S","X",NA,NA,"DPB","A","M",39,10:23:00
245125285,"SMD2016012173","PISP","P",8980,"NORTHERN CARDINAL","S","N","T","N","N","H",91,NA,"FAS","A","M",40.9,07:58:00
245125286,"SMD2015121763","PISP","P",6001,"NORTHERN CARDINAL","N","N","N","M","S","N",NA,NA,"FPF","H","M",40.7,08:35:00
245125286,"SMD2015121763","PISP","P",8939,"NORTHERN CARDINAL","N","N","T","T","N","S",93,NA,"FAS","A","M",41.7,08:20:00
245125289,"SMD2015021410","PISP","P",6004,"NORTHERN CARDINAL","N","M","N","M","S","H",NA,NA,"DPB","A","F",40.5,10:00:00
245125289,"SMD2015021410","PISP","P",7373,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",44.1,11:35:00
245125289,"SMD2015021410","PISP","P",6004,"NORTHERN CARDINAL","N","M","N","M","S","H",NA,NA,"DPB","A","F",40.5,10:00:00
245125289,"SMD2015021410","PISP","P",7373,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",44.1,11:35:00
245125289,"SMD2014080172","PISP","P",6004,"NORTHERN CARDINAL","N","M","N","M","S","H",NA,NA,"DPB","A","F",40.5,10:00:00
245125289,"SMD2014080172","PISP","P",7373,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",44.1,11:35:00
245125290,"SMD2014080176","PISP","P",6006,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",38.7,11:00:00
245125290,"SMD2014080176","PISP","P",7371,"NORTHERN CARDINAL","N","N","N","T","N","S",92,NA,"FAS","A","M",43.3,08:55:00
245125290,"SMD2014080176","PISP","P",8943,"NORTHERN CARDINAL","N","N","L","N","N","S",93,NA,"FAS","A","M",41,10:40:00
245125290,"SMD2015121769","PISP","P",6006,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",38.7,11:00:00
245125290,"SMD2015121769","PISP","P",7371,"NORTHERN CARDINAL","N","N","N","T","N","S",92,NA,"FAS","A","M",43.3,08:55:00
245125290,"SMD2015121769","PISP","P",8943,"NORTHERN CARDINAL","N","N","L","N","N","S",93,NA,"FAS","A","M",41,10:40:00
245125290,"SMD2015121769","PISP","P",6006,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",38.7,11:00:00
245125290,"SMD2015121769","PISP","P",7371,"NORTHERN CARDINAL","N","N","N","T","N","S",92,NA,"FAS","A","M",43.3,08:55:00
245125290,"SMD2015121769","PISP","P",8943,"NORTHERN CARDINAL","N","N","L","N","N","S",93,NA,"FAS","A","M",41,10:40:00
245125290,"SMD2015021406","PISP","P",6006,"NORTHERN CARDINAL","N","N","T","H","S","S",89,NA,"FPF","H","M",38.7,11:00:00
245125290,"SMD2015021406","PISP","P",7371,"NORTHERN CARDINAL","N","N","N","T","N","S",92,NA,"FAS","A","M",43.3,08:55:00
245125290,"SMD2015021406","PISP","P",8943,"NORTHERN CARDINAL","N","N","L","N","N","S",93,NA,"FAS","A","M",41,10:40:00
245125291,"SMD2014080177","PISP","P",6007,"NORTHERN CARDINAL","N","N","T","M","S","S",86,NA,"DPB","A","F",42.1,11:10:00
245125292,"SMD2015051605","PISP","P",7531,"NORTHERN CARDINAL","S","N","L","N","N","S",91,NA,"FAS","A","M",39.3,09:30:00
245125292,"SMD2015051610","PISP","P",7531,"NORTHERN CARDINAL","S","N","L","N","N","S",91,NA,"FAS","A","M",39.3,09:30:00
245125292,"SMD2015051610","PISP","P",7531,"NORTHERN CARDINAL","S","N","L","N","N","S",91,NA,"FAS","A","M",39.3,09:30:00
245125292,"SMD2015051605","PISP","P",7531,"NORTHERN CARDINAL","S","N","L","N","N","S",91,NA,"FAS","A","M",39.3,09:30:00
245125293,"SMD2014101004","PISP","P",6009,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","U","F",43.7,08:23:00
245125299,"SMD2015121766","PISP","P",7550,"NORTHERN CARDINAL","N","N","N","L","S","H",NA,NA,"SPB","S","M",41.3,11:38:00
245125299,"SMD2015121766","PISP","P",8942,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FAS","A","M",42.2,08:42:00
245125299,"SMD2015121766","PISP","P",7550,"NORTHERN CARDINAL","N","N","N","L","S","H",NA,NA,"SPB","S","M",41.3,11:38:00
245125299,"SMD2015121766","PISP","P",8942,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FAS","A","M",42.2,08:42:00
245125299,"SMD2015061520","PISP","P",7550,"NORTHERN CARDINAL","N","N","N","L","S","H",NA,NA,"SPB","S","M",41.3,11:38:00
245125299,"SMD2015061520","PISP","P",8942,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FAS","A","M",42.2,08:42:00
245127704,"SMD2014101723","PISP","P",6563,"NORTHERN CARDINAL","N","N","T","T","N","S",85,NA,"FAS","U","F",42.1,09:52:00
245127707,"SMD2015061508","PISP","P",7546,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",42.4,07:32:00
245127708,"SMD2014120404","PISP","P",6569,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","U","F",41.4,11:30:00
245127713,"SMD2015021404","PISP","P",7370,"NORTHERN CARDINAL","N","N","N","N","N","S",91,NA,"FAS","A","M",44.5,09:00:00
245127713,"SMD2015021404","PISP","P",7387,"NORTHERN CARDINAL","N","N","N","N","N","M",92,NA,"FAS","A","M",42,08:20:00
245127714,"SMD2015021409","PISP","N",7372,"NORTHERN CARDINAL","N","N","N","T","N","S",89,NA,"FAS","A","M",42.9,10:57:00
245127714,"SMD2015021409","PISP","N",7372,"NORTHERN CARDINAL","N","N","N","T","N","S",89,NA,"FAS","A","M",42.9,10:57:00
245127715,"SMD2015021413","PISP","P",7374,"NORTHERN CARDINAL","N","N","N","N","N","M",86,NA,"FAS","A","F",39.5,07:57:00
245127715,"SMD2015021413","PISP","P",7374,"NORTHERN CARDINAL","N","N","N","N","N","M",86,NA,"FAS","A","F",39.5,07:57:00
245127716,"SMD2015021416","PISP","P",7375,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","M",39.6,09:00:00
245127716,"SMD2015021416","PISP","P",7375,"NORTHERN CARDINAL","N","N","N","N","N","L",87,NA,"FAS","A","M",39.6,09:00:00
245127717,"SMD2015051612","PISP","P",7532,"NORTHERN CARDINAL","N","N","T","L","N","M",87,NA,"FAS","A","M",41.1,10:45:00
245127717,"SMD2015051612","PISP","P",8982,"NORTHERN CARDINAL","N","N","T","N","N","L",92,NA,"FAS","A","M",42.2,09:08:00
245127717,"SMD2015051612","PISP","P",12243,"NORTHERN CARDINAL","M","N","T","N","N","S",93,NA,"DCB","O","M",44.3,11:29:00
245127717,"SMD2016012176","PISP","P",7532,"NORTHERN CARDINAL","N","N","T","L","N","M",87,NA,"FAS","A","M",41.1,10:45:00
245127717,"SMD2016012176","PISP","P",8982,"NORTHERN CARDINAL","N","N","T","N","N","L",92,NA,"FAS","A","M",42.2,09:08:00
245127717,"SMD2016012176","PISP","P",12243,"NORTHERN CARDINAL","M","N","T","N","N","S",93,NA,"DCB","O","M",44.3,11:29:00
245127717,"SMD2015051612","PISP","P",7532,"NORTHERN CARDINAL","N","N","T","L","N","M",87,NA,"FAS","A","M",41.1,10:45:00
245127717,"SMD2015051612","PISP","P",8982,"NORTHERN CARDINAL","N","N","T","N","N","L",92,NA,"FAS","A","M",42.2,09:08:00
245127717,"SMD2015051612","PISP","P",12243,"NORTHERN CARDINAL","M","N","T","N","N","S",93,NA,"DCB","O","M",44.3,11:29:00
245127718,"SMD2015021418","PISP","P",7377,"NORTHERN CARDINAL","N","N","T","N","N","S",92,NA,"FAS","A","M",44.3,10:08:00
245127718,"SMD2015021418","PISP","P",7377,"NORTHERN CARDINAL","N","N","T","N","N","S",92,NA,"FAS","A","M",44.3,10:08:00
245127719,"SMD2015021420","PISP","P",7378,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","A","F",38.2,10:42:00
245127719,"SMD2015021420","PISP","P",9701,"NORTHERN CARDINAL","N","W","N","N","N","S",89,NA,"FAS","A","F",37.1,08:43:00
245127719,"SMD2016071708","PISP","P",7378,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","A","F",38.2,10:42:00
245127719,"SMD2016071708","PISP","P",9701,"NORTHERN CARDINAL","N","W","N","N","N","S",89,NA,"FAS","A","F",37.1,08:43:00
245127719,"SMD2015021420","PISP","P",7378,"NORTHERN CARDINAL","N","N","N","N","N","S",89,NA,"FAS","A","F",38.2,10:42:00
245127719,"SMD2015021420","PISP","P",9701,"NORTHERN CARDINAL","N","W","N","N","N","S",89,NA,"FAS","A","F",37.1,08:43:00
245127727,"SMD2015121765","PISP","P",8941,"NORTHERN CARDINAL","N","N","T","N","N","S",88,NA,"FAS","A","F",40.3,08:20:00
245127729,"SMD2016012136","PISP","P",7394,"NORTHERN CARDINAL","N","N","N","N","N","H",90,NA,"FAS","A","F",38.4,11:01:00
245127729,"SMD2016012136","PISP","P",7527,"NORTHERN CARDINAL","N","V","T","N","N","M",89,NA,"FAS","A","F",41.3,08:20:00
245127729,"SMD2016012136","PISP","P",8952,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","F",39.1,09:16:00
245127729,"SMD2016012136","PISP","P",7394,"NORTHERN CARDINAL","N","N","N","N","N","H",90,NA,"FAS","A","F",38.4,11:01:00
245127729,"SMD2016012136","PISP","P",7527,"NORTHERN CARDINAL","N","V","T","N","N","M",89,NA,"FAS","A","F",41.3,08:20:00
245127729,"SMD2016012136","PISP","P",8952,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","F",39.1,09:16:00
245127753,"SMD2015051608","PISP","P",7528,"NORTHERN CARDINAL","L","N","N","N","N","L",91,NA,"FAS","A","M",38.1,08:30:00
245127753,"SMD2015051608","PISP","P",9700,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",39.6,07:25:00
245127753,"SMD2015051608","PISP","P",7528,"NORTHERN CARDINAL","L","N","N","N","N","L",91,NA,"FAS","A","M",38.1,08:30:00
245127753,"SMD2015051608","PISP","P",9700,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",39.6,07:25:00
245127753,"SMD2016071705","PISP","P",7528,"NORTHERN CARDINAL","L","N","N","N","N","L",91,NA,"FAS","A","M",38.1,08:30:00
245127753,"SMD2016071705","PISP","P",9700,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",39.6,07:25:00
245127754,"SMD2015051613","PISP","P",7533,"NORTHERN CARDINAL","N","W","N","N","N","S",90,NA,"FAS","A","F",39.5,10:30:00
245127754,"SMD2015051613","PISP","P",7533,"NORTHERN CARDINAL","N","W","N","N","N","S",90,NA,"FAS","A","F",39.5,10:30:00
245127755,"SMD2015051614","PISP","P",7534,"NORTHERN CARDINAL","N","N","N","N","N","L",90,NA,"FAS","A","M",41.3,10:40:00
245127755,"SMD2015051614","PISP","P",7534,"NORTHERN CARDINAL","N","N","N","N","N","L",90,NA,"FAS","A","M",41.3,10:40:00
245127764,"SMD2015091008","PISP","N",7541,"NORTHERN CARDINAL","L","N","N","N","N","S",90,NA,"FAS","A","M",42.6,09:20:00
245127764,"SMD2015091008","PISP","N",7636,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"DPB","A","M",44.2,09:57:00
245127764,"SMD2015091008","PISP","N",8950,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.1,08:18:00
245127764,"SMD2015091008","PISP","N",8986,"NORTHERN CARDINAL","M","N","T","N","N","L",90,NA,"FAS","A","M",39.8,10:12:00
245127764,"SMD2015091008","PISP","N",11093,"NORTHERN CARDINAL","L","N","L","N","N","M",91,NA,"DCB","O","M",40.4,10:33:00
245127764,"SMD2016012133","PISP","N",7541,"NORTHERN CARDINAL","L","N","N","N","N","S",90,NA,"FAS","A","M",42.6,09:20:00
245127764,"SMD2016012133","PISP","N",7636,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"DPB","A","M",44.2,09:57:00
245127764,"SMD2016012133","PISP","N",8950,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.1,08:18:00
245127764,"SMD2016012133","PISP","N",8986,"NORTHERN CARDINAL","M","N","T","N","N","L",90,NA,"FAS","A","M",39.8,10:12:00
245127764,"SMD2016012133","PISP","N",11093,"NORTHERN CARDINAL","L","N","L","N","N","M",91,NA,"DCB","O","M",40.4,10:33:00
245127764,"SMD2016012133","PISP","N",7541,"NORTHERN CARDINAL","L","N","N","N","N","S",90,NA,"FAS","A","M",42.6,09:20:00
245127764,"SMD2016012133","PISP","N",7636,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"DPB","A","M",44.2,09:57:00
245127764,"SMD2016012133","PISP","N",8950,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.1,08:18:00
245127764,"SMD2016012133","PISP","N",8986,"NORTHERN CARDINAL","M","N","T","N","N","L",90,NA,"FAS","A","M",39.8,10:12:00
245127764,"SMD2016012133","PISP","N",11093,"NORTHERN CARDINAL","L","N","L","N","N","M",91,NA,"DCB","O","M",40.4,10:33:00
245127764,"SMD2015060809","PISP","P",7541,"NORTHERN CARDINAL","L","N","N","N","N","S",90,NA,"FAS","A","M",42.6,09:20:00
245127764,"SMD2015060809","PISP","P",7636,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"DPB","A","M",44.2,09:57:00
245127764,"SMD2015060809","PISP","P",8950,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.1,08:18:00
245127764,"SMD2015060809","PISP","P",8986,"NORTHERN CARDINAL","M","N","T","N","N","L",90,NA,"FAS","A","M",39.8,10:12:00
245127764,"SMD2015060809","PISP","P",11093,"NORTHERN CARDINAL","L","N","L","N","N","M",91,NA,"DCB","O","M",40.4,10:33:00
245127764,"SMD2016012185","PISP","N",7541,"NORTHERN CARDINAL","L","N","N","N","N","S",90,NA,"FAS","A","M",42.6,09:20:00
245127764,"SMD2016012185","PISP","N",7636,"NORTHERN CARDINAL","N","N","N","M","S",NA,NA,NA,"DPB","A","M",44.2,09:57:00
245127764,"SMD2016012185","PISP","N",8950,"NORTHERN CARDINAL","N","N","T","N","N","L",91,NA,"FAS","A","M",42.1,08:18:00
245127764,"SMD2016012185","PISP","N",8986,"NORTHERN CARDINAL","M","N","T","N","N","L",90,NA,"FAS","A","M",39.8,10:12:00
245127764,"SMD2016012185","PISP","N",11093,"NORTHERN CARDINAL","L","N","L","N","N","M",91,NA,"DCB","O","M",40.4,10:33:00
245127765,"SMD2015060810","PISP","P",7542,"NORTHERN CARDINAL","N","V","T","N","N","S",86,NA,"FAS","A","F",45,09:45:00
245127765,"SMD2015060810","PISP","P",13291,"NORTHERN CARDINAL","N","W","T","N","N","L",85,NA,"DCB","O","F",39.5,10:18:00
245127781,"SMD2015082116","HOME","P",7745,"NORTHERN CARDINAL","N","N","T","L","S","N",89,NA,"FPF","H","F",41,14:45:00
245127781,"SMD2015082116","HOME","P",7787,"NORTHERN CARDINAL","N","N","T","T","N","S",87,NA,"FCF","H","F",39.8,10:55:00
245127781,"SMD2015082116","HOME","P",7916,"NORTHERN CARDINAL","N","N","T","L","S","S",86,NA,"FPF","A","F",43.3,10:30:00
245127781,"SMD2015082116","HOME","P",8639,"NORTHERN CARDINAL","N","N","T","N","A","S",NA,88,"FAS","A","F",40,08:05:00
245127781,"SMD2015082116","HOME","P",8742,"NORTHERN CARDINAL","N","S","T","N","N","L",86,NA,"FAS","A","F",44.1,09:36:00
245127781,"SMD2015082116","HOME","P",10612,"NORTHERN CARDINAL","N","N","T","N","A","S",88,NA,"FAS","A","F",40.1,11:45:00
245127781,"SMD2015100214","HOME","P",7745,"NORTHERN CARDINAL","N","N","T","L","S","N",89,NA,"FPF","H","F",41,14:45:00
245127781,"SMD2015100214","HOME","P",7787,"NORTHERN CARDINAL","N","N","T","T","N","S",87,NA,"FCF","H","F",39.8,10:55:00
245127781,"SMD2015100214","HOME","P",7916,"NORTHERN CARDINAL","N","N","T","L","S","S",86,NA,"FPF","A","F",43.3,10:30:00
245127781,"SMD2015100214","HOME","P",8639,"NORTHERN CARDINAL","N","N","T","N","A","S",NA,88,"FAS","A","F",40,08:05:00
245127781,"SMD2015100214","HOME","P",8742,"NORTHERN CARDINAL","N","S","T","N","N","L",86,NA,"FAS","A","F",44.1,09:36:00
245127781,"SMD2015100214","HOME","P",10612,"NORTHERN CARDINAL","N","N","T","N","A","S",88,NA,"FAS","A","F",40.1,11:45:00
245127781,"SMD2015100231","HOME","P",7745,"NORTHERN CARDINAL","N","N","T","L","S","N",89,NA,"FPF","H","F",41,14:45:00
245127781,"SMD2015100231","HOME","P",7787,"NORTHERN CARDINAL","N","N","T","T","N","S",87,NA,"FCF","H","F",39.8,10:55:00
245127781,"SMD2015100231","HOME","P",7916,"NORTHERN CARDINAL","N","N","T","L","S","S",86,NA,"FPF","A","F",43.3,10:30:00
245127781,"SMD2015100231","HOME","P",8639,"NORTHERN CARDINAL","N","N","T","N","A","S",NA,88,"FAS","A","F",40,08:05:00
245127781,"SMD2015100231","HOME","P",8742,"NORTHERN CARDINAL","N","S","T","N","N","L",86,NA,"FAS","A","F",44.1,09:36:00
245127781,"SMD2015100231","HOME","P",10612,"NORTHERN CARDINAL","N","N","T","N","A","S",88,NA,"FAS","A","F",40.1,11:45:00
245127781,"SMD2016012162","HOME","P",7745,"NORTHERN CARDINAL","N","N","T","L","S","N",89,NA,"FPF","H","F",41,14:45:00
245127781,"SMD2016012162","HOME","P",7787,"NORTHERN CARDINAL","N","N","T","T","N","S",87,NA,"FCF","H","F",39.8,10:55:00
245127781,"SMD2016012162","HOME","P",7916,"NORTHERN CARDINAL","N","N","T","L","S","S",86,NA,"FPF","A","F",43.3,10:30:00
245127781,"SMD2016012162","HOME","P",8639,"NORTHERN CARDINAL","N","N","T","N","A","S",NA,88,"FAS","A","F",40,08:05:00
245127781,"SMD2016012162","HOME","P",8742,"NORTHERN CARDINAL","N","S","T","N","N","L",86,NA,"FAS","A","F",44.1,09:36:00
245127781,"SMD2016012162","HOME","P",10612,"NORTHERN CARDINAL","N","N","T","N","A","S",88,NA,"FAS","A","F",40.1,11:45:00
245127785,"SMD2015061506","PISP","P",7545,"NORTHERN CARDINAL","N","N","N","N","N","S",88,NA,"FCS","H","M",39.8,07:20:00
245127786,"SMD2015061509","PISP","P",7547,"NORTHERN CARDINAL","N","N","T","M","S","N",NA,NA,"FPJ","H","M",39,07:32:00
245127787,"SMD2015061514","PISP","P",7774,"NORTHERN CARDINAL","N","W","N","N","N","L",87,NA,"FAS","A","F",41.7,09:19:00
245127788,"SMD2015061518","PISP","P",7776,"NORTHERN CARDINAL","N","N","T","N","S","S",83,NA,"FCS","H","F",38.8,10:30:00
245127789,"SMD2015082119","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2015082119","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2015082119","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
245127789,"SMD2015082119","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2015082119","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2015082119","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127789,"SMD2015100205","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2015100205","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2015100205","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
245127789,"SMD2015100205","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2015100205","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2015100205","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127789,"SMD2016012112","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2016012112","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2016012112","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
245127789,"SMD2016012112","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2016012112","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2016012112","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127789,"SMD2016012275","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2016012275","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2016012275","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
245127789,"SMD2016012275","HOME","P",8607,"NORTHERN CARDINAL","N","N","N","N","N","S",95,NA,"FAS","A","M",44.3,10:00:00
245127789,"SMD2016012275","HOME","P",8796,"NORTHERN CARDINAL","N","N","T","N","N","L",95,NA,"FAS","A","M",42.7,07:14:00
245127789,"SMD2016012275","HOME","P",9316,"NORTHERN CARDINAL","N","N","T","N","N","M",93,NA,"FAS","A","M",42.7,10:49:00
245127789,"SMD2016071011","HOME","P",7739,"NORTHERN CARDINAL","N","N","N","M","S","S",93,NA,"UPU","A","M",44.8,09:18:00
245127789,"SMD2016071011","HOME","P",7917,"NORTHERN CARDINAL","N","N","N","M","S","S",92,NA,"FPF","H","M",45.6,11:19:00
245127789,"SMD2016071011","HOME","P",8080,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",45.6,10:28:00
