"BandNumber","FieldCode","Station","Malaria","IDBirdBandingData","SpeciesName","CP","BP","Fat","BodyMolt","FFMolt","FFWear","RightWing","LeftWing","CycleCode","Age","Sex","Weight","CaptureTime"
245113785,"SMD2015091029","HOME","P",12309,"NORTHERN CARDINAL","N","W","H","N","N","L",90,NA,"FAS","A","F",44.1,08:35:00
245113785,"SMD2015102222","HOME","P",6021,"NORTHERN CARDINAL","N","N","T","L","S","M",86,NA,"FPF","H","F",40.4,08:30:00
245113785,"SMD2015102222","HOME","P",6988,"NORTHERN CARDINAL","N","W","N","N","N","L",86,NA,"FAS","A","F",39.9,11:30:00
245113785,"SMD2015102222","HOME","P",7594,"NORTHERN CARDINAL","N","N","N","L","S",NA,NA,NA,"DPB","A","F",40,07:44:00
245113785,"SMD2015102222","HOME","P",7732,"NORTHERN CARDINAL","N","N","L","M","S",NA,89,NA,"DPB","A","F",40.2,07:58:00
245113785,"SMD2015102222","HOME","P",7878,"NORTHERN CARDINAL","N","N","N","T","N","S",87,NA,"FAS","A","F",41.2,09:01:00
245113785,"SMD2015102222","HOME","P",12309,"NORTHERN CARDINAL","N","W","H","N","N","L",90,NA,"FAS","A","F",44.1,08:35:00
245113785,"SMD2015102222","HOME","N",6021,"NORTHERN CARDINAL","N","N","T","L","S","M",86,NA,"FPF","H","F",40.4,08:30:00
245113785,"SMD2015102222","HOME","N",6988,"NORTHERN CARDINAL","N","W","N","N","N","L",86,NA,"FAS","A","F",39.9,11:30:00
245113785,"SMD2015102222","HOME","N",7594,"NORTHERN CARDINAL","N","N","N","L","S",NA,NA,NA,"DPB","A","F",40,07:44:00
245113785,"SMD2015102222","HOME","N",7732,"NORTHERN CARDINAL","N","N","L","M","S",NA,89,NA,"DPB","A","F",40.2,07:58:00
245113785,"SMD2015102222","HOME","N",7878,"NORTHERN CARDINAL","N","N","N","T","N","S",87,NA,"FAS","A","F",41.2,09:01:00
245113785,"SMD2015102222","HOME","N",12309,"NORTHERN CARDINAL","N","W","H","N","N","L",90,NA,"FAS","A","F",44.1,08:35:00
245113785,"SMD2015082126","HOME","P",6021,"NORTHERN CARDINAL","N","N","T","L","S","M",86,NA,"FPF","H","F",40.4,08:30:00
245113785,"SMD2015082126","HOME","P",6988,"NORTHERN CARDINAL","N","W","N","N","N","L",86,NA,"FAS","A","F",39.9,11:30:00
245113785,"SMD2015082126","HOME","P",7594,"NORTHERN CARDINAL","N","N","N","L","S",NA,NA,NA,"DPB","A","F",40,07:44:00
245113785,"SMD2015082126","HOME","P",7732,"NORTHERN CARDINAL","N","N","L","M","S",NA,89,NA,"DPB","A","F",40.2,07:58:00
245113785,"SMD2015082126","HOME","P",7878,"NORTHERN CARDINAL","N","N","N","T","N","S",87,NA,"FAS","A","F",41.2,09:01:00
245113785,"SMD2015082126","HOME","P",12309,"NORTHERN CARDINAL","N","W","H","N","N","L",90,NA,"FAS","A","F",44.1,08:35:00
245113789,"SMD2015100211","HOME","P",6025,"NORTHERN CARDINAL","N","N","L","N","S","L",85,85,"FPF","H","M",40.7,09:41:00
245113789,"SMD2015100211","HOME","P",6050,"NORTHERN CARDINAL","N","N","T","M","S",NA,NA,NA,"FPF","H","M",42.4,09:42:00
245113789,"SMD2015100211","HOME","P",7743,"NORTHERN CARDINAL","N","N","N","L","S","L",92,NA,"DPB","A","M",41.5,11:04:00
245113789,"SMD2015100211","HOME","P",8797,"NORTHERN CARDINAL","N","N","T","N","N","S",92,NA,"FAS","A","M",40.5,07:50:00
245113789,"SMD2015100211","HOME","P",12331,"NORTHERN CARDINAL","M","N","T","N","N","M",91,NA,"FAS","A","M",39.5,10:37:00
245113789,"SMD2016012276","HOME","P",6025,"NORTHERN CARDINAL","N","N","L","N","S","L",85,85,"FPF","H","M",40.7,09:41:00
245113789,"SMD2016012276","HOME","P",6050,"NORTHERN CARDINAL","N","N","T","M","S",NA,NA,NA,"FPF","H","M",42.4,09:42:00
245113789,"SMD2016012276","HOME","P",7743,"NORTHERN CARDINAL","N","N","N","L","S","L",92,NA,"DPB","A","M",41.5,11:04:00
245113789,"SMD2016012276","HOME","P",8797,"NORTHERN CARDINAL","N","N","T","N","N","S",92,NA,"FAS","A","M",40.5,07:50:00
245113789,"SMD2016012276","HOME","P",12331,"NORTHERN CARDINAL","M","N","T","N","N","M",91,NA,"FAS","A","M",39.5,10:37:00
245113789,"SMD2014101701","HOME","P",6025,"NORTHERN CARDINAL","N","N","L","N","S","L",85,85,"FPF","H","M",40.7,09:41:00
245113789,"SMD2014101701","HOME","P",6050,"NORTHERN CARDINAL","N","N","T","M","S",NA,NA,NA,"FPF","H","M",42.4,09:42:00
245113789,"SMD2014101701","HOME","P",7743,"NORTHERN CARDINAL","N","N","N","L","S","L",92,NA,"DPB","A","M",41.5,11:04:00
245113789,"SMD2014101701","HOME","P",8797,"NORTHERN CARDINAL","N","N","T","N","N","S",92,NA,"FAS","A","M",40.5,07:50:00
245113789,"SMD2014101701","HOME","P",12331,"NORTHERN CARDINAL","M","N","T","N","N","M",91,NA,"FAS","A","M",39.5,10:37:00
245113790,"SMD2014092718","HOME","P",6026,"NORTHERN CARDINAL","N","N","T","L","S","L",NA,NA,"FPF","H","F",42.9,10:25:00
245113790,"SMD2014092718","HOME","P",6766,"NORTHERN CARDINAL","N","N","N","N","N","S",91,NA,"FAS","A","F",39.7,09:50:00
245113790,"SMD2014092718","HOME","P",6790,"NORTHERN CARDINAL","N","N","N","N","N","L",91,NA,"FAS","A","F",39.3,08:30:00
245113791,"SMD2014092720","HOME","N",6027,"NORTHERN CARDINAL","N","N","N","M","S","S",NA,NA,"FPF","H","F",44.3,10:51:00
245113791,"SMD2014092720","HOME","N",8836,"NORTHERN CARDINAL","N","V","H","N","N","S",85,NA,"FAS","A","F",42.9,09:00:00
245113792,"SMD2014092721","HOME","P",6028,"NORTHERN CARDINAL","N","N","L","M","S","N",NA,NA,"FPF","H","M",43,11:07:00
245113793,"SMD2014092723","HOME","P",6029,"NORTHERN CARDINAL","N","N","N","M","S","N",89,NA,"FPF","H","F",39.4,11:25:00
245113794,"SMD2014092722","HOME","P",6030,"NORTHERN CARDINAL","N","N","N","L","S",NA,NA,NA,"FPF","H","F",42.6,12:00:00
245113794,"SMD2014092722","HOME","P",6786,"NORTHERN CARDINAL","N","N","T","L","N","S",87,NA,"FAS","A","F",40.4,07:00:00
245113794,"SMD2014092722","HOME","P",6818,"NORTHERN CARDINAL","N","S","N","N","N","S",90,NA,"FAS","A","F",41.3,07:20:00
245113795,"SMD2014092734","HOME","P",6031,"NORTHERN CARDINAL","N","N","N","L","S","L",NA,NA,"FPF","H","F",39.1,10:45:00
245113796,"SMD2015121704","HOME","P",6032,"NORTHERN CARDINAL","N","N","N","M","S","S",97,NA,"UPB","A","M",50.4,10:39:00
245113796,"SMD2015121704","HOME","P",6824,"NORTHERN CARDINAL","M","N","T","N","N","L",95,NA,"FAS","A","M",47,11:30:00
245113796,"SMD2015121704","HOME","P",8285,"NORTHERN CARDINAL","N","N","T","N","N","L",97,NA,"FAS","A","M",47.4,07:42:00
245113796,"SMD2015121704","HOME","N",6032,"NORTHERN CARDINAL","N","N","N","M","S","S",97,NA,"UPB","A","M",50.4,10:39:00
245113796,"SMD2015121704","HOME","N",6824,"NORTHERN CARDINAL","M","N","T","N","N","L",95,NA,"FAS","A","M",47,11:30:00
245113796,"SMD2015121704","HOME","N",8285,"NORTHERN CARDINAL","N","N","T","N","N","L",97,NA,"FAS","A","M",47.4,07:42:00
245113799,"SMD2014101019","HOME","P",6201,"NORTHERN CARDINAL","N","N","N","M","S","N",90,NA,"FPF","H","M",42.2,07:55:00
245113800,"SMD2014101702","HOME","P",6202,"NORTHERN CARDINAL","N","N","T","L","S",NA,NA,NA,"FPF","H","F",37.2,09:46:00
245115208,"SMD2016051463","HOME","P",5726,"NORTHERN CARDINAL","N","W","T","N","A","L",87,NA,"FAS","A","F",41.8,09:50:00
245115208,"SMD2016051463","HOME","P",7789,"NORTHERN CARDINAL","N","N","T","M","S",NA,NA,NA,"DPB","A","F",44.2,11:55:00
245115208,"SMD2016051463","HOME","P",9576,"NORTHERN CARDINAL","N","V","L","N","N","M",85,NA,"FAS","A","F",43.2,09:37:00
245115208,"SMD2016051463","HOME","P",10471,"NORTHERN CARDINAL","N","N","T","N","N","S",87,NA,"FAS","A","F",40.5,07:13:00
245115211,"SMD2015021427","HOME","P",5169,"NORTHERN CARDINAL","N","N","L","N","N","L",92,NA,"FAJ","A","M",45.9,07:12:00
245115211,"SMD2015021427","HOME","P",6762,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",43,08:00:00
245115211,"SMD2015021427","HOME","P",8811,"NORTHERN CARDINAL","M","N","N","N","N","S",NA,94,"FAS","A","M",42.5,11:07:00
245115211,"SMD2016051401","HOME","P",5169,"NORTHERN CARDINAL","N","N","L","N","N","L",92,NA,"FAJ","A","M",45.9,07:12:00
245115211,"SMD2016051401","HOME","P",6762,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",43,08:00:00
245115211,"SMD2016051401","HOME","P",8811,"NORTHERN CARDINAL","M","N","N","N","N","S",NA,94,"FAS","A","M",42.5,11:07:00
245115211,"SMD2015021427","HOME","P",5169,"NORTHERN CARDINAL","N","N","L","N","N","L",92,NA,"FAJ","A","M",45.9,07:12:00
245115211,"SMD2015021427","HOME","P",6762,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",43,08:00:00
245115211,"SMD2015021427","HOME","P",8811,"NORTHERN CARDINAL","M","N","N","N","N","S",NA,94,"FAS","A","M",42.5,11:07:00
245115215,"SMD2015102214","HOME","N",6794,"NORTHERN CARDINAL","N","N","T","N","N","M",92,NA,"FAS","S","M",39.4,09:37:00
245115215,"SMD2015102214","HOME","N",7875,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",38.5,07:32:00
245115215,"SMD2015102214","HOME","N",9319,"NORTHERN CARDINAL","M","N","L","N","N","M",NA,NA,"FAS","A","M",37.1,10:55:00
245115215,"SMD2016071014","HOME","P",6794,"NORTHERN CARDINAL","N","N","T","N","N","M",92,NA,"FAS","S","M",39.4,09:37:00
245115215,"SMD2016071014","HOME","P",7875,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",38.5,07:32:00
245115215,"SMD2016071014","HOME","P",9319,"NORTHERN CARDINAL","M","N","L","N","N","M",NA,NA,"FAS","A","M",37.1,10:55:00
245115215,"SMD2015102214","HOME","N",6794,"NORTHERN CARDINAL","N","N","T","N","N","M",92,NA,"FAS","S","M",39.4,09:37:00
245115215,"SMD2015102214","HOME","N",7875,"NORTHERN CARDINAL","N","N","T","N","N","S",95,NA,"FAS","U","M",38.5,07:32:00
245115215,"SMD2015102214","HOME","N",9319,"NORTHERN CARDINAL","M","N","L","N","N","M",NA,NA,"FAS","A","M",37.1,10:55:00
245115217,"SMD2014062008","HOME","P",5223,"NORTHERN CARDINAL","N","N","N","N","N","L",92,NA,"FAS","A","M",40.7,07:56:00
245115217,"SMD2014062008","HOME","P",6792,"NORTHERN CARDINAL","N","N","N","N","N","S",94,NA,"FAS","A","M",38.9,09:07:00
245115220,"SMD2016012109","HOME","P",4741,"NORTHERN CARDINAL","N","N","L","N","N","L",90,NA,"FAS","A","M",39,11:04:00
245115220,"SMD2016012109","HOME","P",5077,"NORTHERN CARDINAL","N","N","L","N","N","L",89,NA,"FAS","A","M",39,10:45:00
245115220,"SMD2016012109","HOME","P",8605,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",36.4,08:59:00
245115220,"SMD2016012109","HOME","P",4741,"NORTHERN CARDINAL","N","N","L","N","N","L",90,NA,"FAS","A","M",39,11:04:00
245115220,"SMD2016012109","HOME","P",5077,"NORTHERN CARDINAL","N","N","L","N","N","L",89,NA,"FAS","A","M",39,10:45:00
245115220,"SMD2016012109","HOME","P",8605,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",36.4,08:59:00
245115222,"SMD2017011440","HOME","P",10811,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","M",38.1,06:50:00
245115231,"SMD2014101021","HOME","N",6049,"NORTHERN CARDINAL","N","N","T","M","S","L",91,NA,"DPB","A","M",45.3,09:11:00
245115231,"SMD2014101021","HOME","N",6971,"NORTHERN CARDINAL","N","N","T","N","N","M",91,NA,"FAS","A","M",41.5,09:00:00
245115231,"SMD2014101021","HOME","N",10606,"NORTHERN CARDINAL","N","N","T","N","N","S",91,NA,"FAS","A","M",41.8,08:15:00
245115231,"SMD2014101021","HOME","N",11859,"NORTHERN CARDINAL","N","N","N","N","N","N",92,NA,"DCB","O","M",44.3,11:14:00
245115232,"SMD2014032115","HOME","N",5138,"NORTHERN CARDINAL","N","N","N","N","N","M",93,NA,"FAS","A","M",43.3,09:28:00
245115242,"SMD20140404123","HOME","N",5065,"NORTHERN CARDINAL","N","V","T","N","N","S",87,NA,"FAS","A","F",42.6,06:45:00
245115242,"SMD20140404123","HOME","N",5106,"NORTHERN CARDINAL","N","V","H","N","N","L",87,NA,"FAS","A","F",46.4,10:15:00
245115244,"SMD2015082118","HOME","P",7562,"NORTHERN CARDINAL","N","M","L","M","S","L",NA,NA,"DPB","A","F",42.1,11:21:00
245115244,"SMD2015082118","HOME","P",9120,"NORTHERN CARDINAL","N","W","T","N","N","L",86,NA,"FAS","A","F",42.9,11:32:00
245115246,"SMD2015091032","HOME","N",5057,"NORTHERN CARDINAL","N","N","N","N","N","S",92,NA,"FAS","A","M",46,10:00:00
245115246,"SMD2015091032","HOME","N",6788,"NORTHERN CARDINAL","N","N","L","N","N","S",95,NA,"FAS","A","M",43.2,07:43:00
245115246,"SMD2015091032","HOME","N",7154,"NORTHERN CARDINAL","S","N","T","N","N","M",90,NA,"FAS","A","M",44.2,09:07:00
245115246,"SMD2015091032","HOME","N",7733,"NORTHERN CARDINAL","N","N","L","M","S","N",92,NA,"DPB","A","M",47,08:59:00
245115246,"SMD2015091032","HOME","N",12415,"NORTHERN CARDINAL","S","N","L","N","N","M",92,NA,"DCB","O","M",44.7,07:28:00
245115262,"SMD2014040496","HOME","P",5110,"NORTHERN CARDINAL","N","S","L","N","N","N",87,NA,"FAS","A","F",41.4,07:11:00
245115262,"SMD2014040496","HOME","P",12613,"NORTHERN CARDINAL","N","W","L","N","N","S",84,NA,"DCB","O","F",42.7,07:10:00
245115271,"SMD2016051454","HOME","P",9230,"NORTHERN CARDINAL","M","N","T","N","N","L",86,NA,"FAS","A","M",40.8,11:05:00
245115271,"SMD2016051454","HOME","P",11281,"NORTHERN CARDINAL","S","N","L","N","N","L",87,NA,"DCB","O","M",43.6,08:48:00
245115276,"SMD2013092110","HOME","P",3779,"NORTHERN CARDINAL","N","N","N","H","S","H",NA,NA,"DPB","A","F",40.9,08:30:00
245115278,"SMD2016012277","HOME","P",5092,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","A","F",42.7,07:24:00
245115278,"SMD2016012277","HOME","P",6966,"NORTHERN CARDINAL","N","W","L","N","N","L",90,NA,"FAS","A","F",47.2,07:15:00
245115278,"SMD2016012277","HOME","P",8798,"NORTHERN CARDINAL","N","V","L","N","N","S",89,NA,"FAS","A","F",44.9,07:48:00
245115280,"SMD2014120414","HOME","P",5073,"NORTHERN CARDINAL","S","N","N","N","N","L",91,NA,"FAS","A","M",39.1,06:31:00
245115280,"SMD2014120414","HOME","P",5158,"NORTHERN CARDINAL","N","N","N","N","N","M",89,NA,"FCF","S","M",39.3,08:55:00
245115280,"SMD2014120414","HOME","P",6619,"NORTHERN CARDINAL","N","N","T","N","N","S",91,NA,"FAS","A","M",40.7,07:25:00
245115280,"SMD2014120414","HOME","P",6998,"NORTHERN CARDINAL","N","N","T","N","N","M",91,NA,"FAS","A","M",38.8,09:58:00
245115280,"SMD2014120414","HOME","P",7156,"NORTHERN CARDINAL","N","N","N","N","N","M",91,NA,"FAS","A","M",37.3,09:17:00
245115290,"SMD2014061052","HOME","P",5212,"NORTHERN CARDINAL","N","V","L","N","A","L",88,NA,"FAS","A","F",41.7,08:46:00
245125203,"SMD2016012138","PISP","P",4705,"NORTHERN CARDINAL","N","V","L","N","N","S",87,NA,"FAS","A","F",51.9,07:52:00
245125203,"SMD2016012138","PISP","P",5996,"NORTHERN CARDINAL","N","W","N","N","N","H",87,NA,"FAS","A","F",41.2,08:20:00
245125203,"SMD2016012138","PISP","P",8958,"NORTHERN CARDINAL","N","V","T","N","N","S",87,NA,"FAS","A","F",43.3,07:45:00
245125203,"SMD2016012138","PISP","P",4705,"NORTHERN CARDINAL","N","V","L","N","N","S",87,NA,"FAS","A","F",51.9,07:52:00
245125203,"SMD2016012138","PISP","P",5996,"NORTHERN CARDINAL","N","W","N","N","N","H",87,NA,"FAS","A","F",41.2,08:20:00
245125203,"SMD2016012138","PISP","P",8958,"NORTHERN CARDINAL","N","V","T","N","N","S",87,NA,"FAS","A","F",43.3,07:45:00
245125206,"SMD2016012167","PISP","P",8975,"NORTHERN CARDINAL","M","N","L","N","N","S",92,NA,"FAS","A","M",43.8,07:40:00
245125206,"SMD2016012167","PISP","P",9551,"NORTHERN CARDINAL","S","N","N","N","N","S",90,NA,"FAS","A","M",42.2,NA
245125208,"SMD2015102238","PISP","N",4711,"NORTHERN CARDINAL","N","V","H","N","N","L",89,NA,"FAS","A","F",42.5,07:25:00
245125208,"SMD2015102238","PISP","N",8097,"NORTHERN CARDINAL","N","N","L","N","N","S",90,NA,"FAS","U","F",41.4,08:10:00
245125208,"SMD2015102238","PISP","N",4711,"NORTHERN CARDINAL","N","V","H","N","N","L",89,NA,"FAS","A","F",42.5,07:25:00
245125208,"SMD2015102238","PISP","N",8097,"NORTHERN CARDINAL","N","N","L","N","N","S",90,NA,"FAS","U","F",41.4,08:10:00
245125223,"SMD2015061510","PISP","P",3569,"NORTHERN CARDINAL","N","N","N","H","S","S",88,NA,"FPF","H","F",41,11:50:00
245125223,"SMD2015061510","PISP","P",7540,"NORTHERN CARDINAL","N","W","L","N","N","L",87,NA,"FAS","A","F",42.6,07:30:00
245125223,"SMD2015061510","PISP","P",7773,"NORTHERN CARDINAL","N","V","L","N","N","M",87,NA,"FAS","A","F",41,08:17:00
245125223,"SMD2015061510","PISP","P",8990,"NORTHERN CARDINAL","N","W","T","N","N","L",86,NA,"FAS","A","F",39.2,11:40:00
245125223,"SMD2016012272","PISP","P",3569,"NORTHERN CARDINAL","N","N","N","H","S","S",88,NA,"FPF","H","F",41,11:50:00
245125223,"SMD2016012272","PISP","P",7540,"NORTHERN CARDINAL","N","W","L","N","N","L",87,NA,"FAS","A","F",42.6,07:30:00
245125223,"SMD2016012272","PISP","P",7773,"NORTHERN CARDINAL","N","V","L","N","N","M",87,NA,"FAS","A","F",41,08:17:00
245125223,"SMD2016012272","PISP","P",8990,"NORTHERN CARDINAL","N","W","T","N","N","L",86,NA,"FAS","A","F",39.2,11:40:00
245125223,"SMD2015060806","PISP","P",3569,"NORTHERN CARDINAL","N","N","N","H","S","S",88,NA,"FPF","H","F",41,11:50:00
245125223,"SMD2015060806","PISP","P",7540,"NORTHERN CARDINAL","N","W","L","N","N","L",87,NA,"FAS","A","F",42.6,07:30:00
245125223,"SMD2015060806","PISP","P",7773,"NORTHERN CARDINAL","N","V","L","N","N","M",87,NA,"FAS","A","F",41,08:17:00
245125223,"SMD2015060806","PISP","P",8990,"NORTHERN CARDINAL","N","W","T","N","N","L",86,NA,"FAS","A","F",39.2,11:40:00
245125225,"SMD2015051602","PISP","P",7525,"NORTHERN CARDINAL","S","N","L","N","N","S",88,NA,"FAS","A","M",38,06:50:00
245125225,"SMD2015051602","PISP","P",8947,"NORTHERN CARDINAL","N","N","T","N","N","S",90,NA,"FAS","A","M",40.4,08:20:00
245125225,"SMD2015051602","PISP","P",9547,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",39.9,08:22:00
245125225,"SMD2016012134","PISP","P",7525,"NORTHERN CARDINAL","S","N","L","N","N","S",88,NA,"FAS","A","M",38,06:50:00
245125225,"SMD2016012134","PISP","P",8947,"NORTHERN CARDINAL","N","N","T","N","N","S",90,NA,"FAS","A","M",40.4,08:20:00
245125225,"SMD2016012134","PISP","P",9547,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",39.9,08:22:00
245125225,"SMD2016012134","PISP","P",7525,"NORTHERN CARDINAL","S","N","L","N","N","S",88,NA,"FAS","A","M",38,06:50:00
245125225,"SMD2016012134","PISP","P",8947,"NORTHERN CARDINAL","N","N","T","N","N","S",90,NA,"FAS","A","M",40.4,08:20:00
245125225,"SMD2016012134","PISP","P",9547,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",39.9,08:22:00
245125225,"SMD2016051414","PISP","P",7525,"NORTHERN CARDINAL","S","N","L","N","N","S",88,NA,"FAS","A","M",38,06:50:00
245125225,"SMD2016051414","PISP","P",8947,"NORTHERN CARDINAL","N","N","T","N","N","S",90,NA,"FAS","A","M",40.4,08:20:00
245125225,"SMD2016051414","PISP","P",9547,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",39.9,08:22:00
245125225,"SMD2015051602","PISP","P",7525,"NORTHERN CARDINAL","S","N","L","N","N","S",88,NA,"FAS","A","M",38,06:50:00
245125225,"SMD2015051602","PISP","P",8947,"NORTHERN CARDINAL","N","N","T","N","N","S",90,NA,"FAS","A","M",40.4,08:20:00
245125225,"SMD2015051602","PISP","P",9547,"NORTHERN CARDINAL","N","N","T","N","N","L",88,NA,"FAS","A","M",39.9,08:22:00
245125272,"SMD2014101728","PISP","P",5982,"NORTHERN CARDINAL","N","S","L","N","N","M",87,NA,"FAS","A","F",43,07:10:00
245125272,"SMD2014101728","PISP","P",6567,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","U","F",42.5,09:55:00
245125272,"SMD2014101728","PISP","P",7775,"NORTHERN CARDINAL","N","V","T","N","N","M",86,NA,"FAS","A","F",42.7,09:05:00
245125272,"SMD2014101728","PISP","P",11103,"NORTHERN CARDINAL","N","W","H","N","N","M",87,NA,"FCF","S","F",46.2,07:58:00
245125272,"SMD2015061512","PISP","P",5982,"NORTHERN CARDINAL","N","S","L","N","N","M",87,NA,"FAS","A","F",43,07:10:00
245125272,"SMD2015061512","PISP","P",6567,"NORTHERN CARDINAL","N","N","N","N","N","S",90,NA,"FAS","U","F",42.5,09:55:00
245125272,"SMD2015061512","PISP","P",7775,"NORTHERN CARDINAL","N","V","T","N","N","M",86,NA,"FAS","A","F",42.7,09:05:00
245125272,"SMD2015061512","PISP","P",11103,"NORTHERN CARDINAL","N","W","H","N","N","M",87,NA,"FCF","S","F",46.2,07:58:00
245125277,"SMD2015021405","PISP","P",5989,"NORTHERN CARDINAL","N","N","N","H","N","N",89,NA,"FPS","H","M",39.5,10:45:00
245125277,"SMD2015021405","PISP","P",7369,"NORTHERN CARDINAL","N","N","N","N","S","S",90,NA,"FAS","A","M",41.7,08:57:00
245125277,"SMD2015021405","PISP","P",8963,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FCF","S","M",40.6,08:14:00
245125277,"SMD2015021405","PISP","P",8983,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",40.1,08:49:00
245125277,"SMD2015021405","PISP","P",9931,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",39.7,07:42:00
245125277,"SMD2015021405","PISP","P",13311,"NORTHERN CARDINAL","N","N","T","M","N","S",92,NA,"DCB","A","M",43.1,08:20:00
245125277,"SMD2016012142","PISP","P",5989,"NORTHERN CARDINAL","N","N","N","H","N","N",89,NA,"FPS","H","M",39.5,10:45:00
245125277,"SMD2016012142","PISP","P",7369,"NORTHERN CARDINAL","N","N","N","N","S","S",90,NA,"FAS","A","M",41.7,08:57:00
245125277,"SMD2016012142","PISP","P",8963,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FCF","S","M",40.6,08:14:00
245125277,"SMD2016012142","PISP","P",8983,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",40.1,08:49:00
245125277,"SMD2016012142","PISP","P",9931,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",39.7,07:42:00
245125277,"SMD2016012142","PISP","P",13311,"NORTHERN CARDINAL","N","N","T","M","N","S",92,NA,"DCB","A","M",43.1,08:20:00
245125277,"SMD2016012142","PISP","P",5989,"NORTHERN CARDINAL","N","N","N","H","N","N",89,NA,"FPS","H","M",39.5,10:45:00
245125277,"SMD2016012142","PISP","P",7369,"NORTHERN CARDINAL","N","N","N","N","S","S",90,NA,"FAS","A","M",41.7,08:57:00
245125277,"SMD2016012142","PISP","P",8963,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FCF","S","M",40.6,08:14:00
245125277,"SMD2016012142","PISP","P",8983,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",40.1,08:49:00
245125277,"SMD2016012142","PISP","P",9931,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",39.7,07:42:00
245125277,"SMD2016012142","PISP","P",13311,"NORTHERN CARDINAL","N","N","T","M","N","S",92,NA,"DCB","A","M",43.1,08:20:00
245125277,"SMD2016012177","PISP","P",5989,"NORTHERN CARDINAL","N","N","N","H","N","N",89,NA,"FPS","H","M",39.5,10:45:00
245125277,"SMD2016012177","PISP","P",7369,"NORTHERN CARDINAL","N","N","N","N","S","S",90,NA,"FAS","A","M",41.7,08:57:00
245125277,"SMD2016012177","PISP","P",8963,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FCF","S","M",40.6,08:14:00
245125277,"SMD2016012177","PISP","P",8983,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",40.1,08:49:00
245125277,"SMD2016012177","PISP","P",9931,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",39.7,07:42:00
245125277,"SMD2016012177","PISP","P",13311,"NORTHERN CARDINAL","N","N","T","M","N","S",92,NA,"DCB","A","M",43.1,08:20:00
245125277,"SMD2015060804","PISP","P",5989,"NORTHERN CARDINAL","N","N","N","H","N","N",89,NA,"FPS","H","M",39.5,10:45:00
245125277,"SMD2015060804","PISP","P",7369,"NORTHERN CARDINAL","N","N","N","N","S","S",90,NA,"FAS","A","M",41.7,08:57:00
245125277,"SMD2015060804","PISP","P",8963,"NORTHERN CARDINAL","N","N","T","N","N","S",90.5,NA,"FCF","S","M",40.6,08:14:00
245125277,"SMD2015060804","PISP","P",8983,"NORTHERN CARDINAL","N","N","T","N","N","L",89,NA,"FAS","A","M",40.1,08:49:00
245125277,"SMD2015060804","PISP","P",9931,"NORTHERN CARDINAL","N","N","T","N","N","M",90,NA,"FAS","A","M",39.7,07:42:00
245125277,"SMD2015060804","PISP","P",13311,"NORTHERN CARDINAL","N","N","T","M","N","S",92,NA,"DCB","A","M",43.1,08:20:00
245125278,"SMD2015021421","PISP","P",5990,"NORTHERN CARDINAL","N","N","N","N","N","H",NA,NA,"FAS","A","M",43.1,11:29:00
245125278,"SMD2015021421","PISP","P",7379,"NORTHERN CARDINAL","N","N","T","N","N","S",91,NA,"FAS","A","M",44.3,10:35:00
245125278,"SMD2015021421","PISP","P",7388,"NORTHERN CARDINAL","N","N","N","N","N","M",90,NA,"FAS","A","M",41.2,08:35:00
245125278,"SMD2015021421","PISP","P",5990,"NORTHERN CARDINAL","N","N","N","N","N","H",NA,NA,"FAS","A","M",43.1,11:29:00
